img_url,size,texture,color,img_name
https://www.kajariaceramics.com/storage/product/GP03920_b.jpg,120x240 cm,Glazed Vitrified Tiles,Moonstone Grey,tile_Kajaria_glazed-vitrified-tiles70
https://www.kajariaceramics.com/storage/product/GP03518_b.jpg,120x240 cm,Glazed Vitrified Tiles,Legacy Marfil Bliss,tile_Kajaria_glazed-vitrified-tiles71
https://www.kajariaceramics.com/storage/product/GP02253c.jpg,120x240 cm,Glazed Vitrified Tiles,Gozzio Beige,tile_Kajaria_glazed-vitrified-tiles72
https://www.kajariaceramics.com/storage/product/GP02515_b.jpg,120x240 cm,Glazed Vitrified Tiles,Lucifer Brown-A,tile_Kajaria_glazed-vitrified-tiles73
https://www.kajariaceramics.com/storage/product/GP02257c.jpg,120x240 cm,Glazed Vitrified Tiles,Paradise Azul,tile_Kajaria_glazed-vitrified-tiles74
https://www.kajariaceramics.com/storage/product/GP04816a.jpg,120x240 cm,Glazed Vitrified Tiles,Bonaldo Crema,tile_Kajaria_glazed-vitrified-tiles75
https://www.kajariaceramics.com/storage/product/GP03516a.jpg,120x240 cm,Glazed Vitrified Tiles,Legacy Marfil,tile_Kajaria_glazed-vitrified-tiles76
https://www.kajariaceramics.com/storage/product/GP02658_b.jpg,120x240 cm,Glazed Vitrified Tiles,Earlin Azul,tile_Kajaria_glazed-vitrified-tiles77
https://www.kajariaceramics.com/storage/product/GP04821_b.jpg,120x240 cm,Glazed Vitrified Tiles,Bonaldo Silver,tile_Kajaria_glazed-vitrified-tiles78
https://www.kajariaceramics.com/storage/product/GP02254c.jpg,120x240 cm,Glazed Vitrified Tiles,Horizon Grey,tile_Kajaria_glazed-vitrified-tiles79
https://www.kajariaceramics.com/storage/product/GP03915b.jpg,120x240 cm,Glazed Vitrified Tiles,Armani Grey,tile_Kajaria_glazed-vitrified-tiles80
https://www.kajariaceramics.com/storage/product/GP02655_b.jpg,120x240 cm,Glazed Vitrified Tiles,Cassero,tile_Kajaria_glazed-vitrified-tiles81
https://www.kajariaceramics.com/storage/product/GP03893b.jpg,120x240 cm,Glazed Vitrified Tiles,Chianti Grey,tile_Kajaria_glazed-vitrified-tiles82
https://www.kajariaceramics.com/storage/product/GP03894_b.jpg,120x240 cm,Glazed Vitrified Tiles,Crema Marfil,tile_Kajaria_glazed-vitrified-tiles83
https://www.kajariaceramics.com/storage/product/GP02255_b.jpg,120x240 cm,Glazed Vitrified Tiles,Intel Crema,tile_Kajaria_glazed-vitrified-tiles84
https://www.kajariaceramics.com/storage/product/GP03919a.jpg,120x240 cm,Glazed Vitrified Tiles,Cordoso Grey,tile_Kajaria_glazed-vitrified-tiles85
https://www.kajariaceramics.com/storage/product/GP03887b.jpg,120x240 cm,Glazed Vitrified Tiles,Riveria Gris,tile_Kajaria_glazed-vitrified-tiles86
https://www.kajariaceramics.com/storage/product/GP02262_b.jpg,120x240 cm,Glazed Vitrified Tiles,Statuario,tile_Kajaria_glazed-vitrified-tiles87
https://www.kajariaceramics.com/storage/product/GP02473a.jpg,120x240 cm,Glazed Vitrified Tiles,Arbescato Luxe,tile_Kajaria_glazed-vitrified-tiles88
https://www.kajariaceramics.com/storage/product/GP03897b.jpg,120x240 cm,Glazed Vitrified Tiles,Gozzio Grey,tile_Kajaria_glazed-vitrified-tiles89
https://www.kajariaceramics.com/storage/product/GP04817b.jpg,120x240 cm,Glazed Vitrified Tiles,Bonaldo Crema Blend,tile_Kajaria_glazed-vitrified-tiles90
https://www.kajariaceramics.com/storage/product/GP04807c.jpg,120x240 cm,Glazed Vitrified Tiles,Alcamo Beige,tile_Kajaria_glazed-vitrified-tiles91
https://www.kajariaceramics.com/storage/product/GP03529_b.jpg,120x240 cm,Glazed Vitrified Tiles,Satuario Luxe Beyond,tile_Kajaria_glazed-vitrified-tiles92
https://www.kajariaceramics.com/storage/product/GP03914b.jpg,120x240 cm,Glazed Vitrified Tiles,Zenith Bianco,tile_Kajaria_glazed-vitrified-tiles93
https://www.kajariaceramics.com/storage/product/GP02500_b.jpg,120x240 cm,Glazed Vitrified Tiles,Markino Nero,tile_Kajaria_glazed-vitrified-tiles94
https://www.kajariaceramics.com/storage/product/GP02680_b.jpg,120x240 cm,Glazed Vitrified Tiles,Tropical,tile_Kajaria_glazed-vitrified-tiles95
https://www.kajariaceramics.com/storage/product/GP02480c.jpg,120x240 cm,Glazed Vitrified Tiles,Bolvia Grey,tile_Kajaria_glazed-vitrified-tiles96
https://www.kajariaceramics.com/storage/product/GP02505a.jpg,120x240 cm,Glazed Vitrified Tiles,Pietra Bronce,tile_Kajaria_glazed-vitrified-tiles97
https://www.kajariaceramics.com/storage/product/GP03891b.jpg,120x240 cm,Glazed Vitrified Tiles,Calacutta Black,tile_Kajaria_glazed-vitrified-tiles98
https://www.kajariaceramics.com/storage/product/GP04810b.jpg,120x240 cm,Glazed Vitrified Tiles,Alcamo Bronze,tile_Kajaria_glazed-vitrified-tiles99
https://www.kajariaceramics.com/storage/product/GP03898b.jpg,120x240 cm,Glazed Vitrified Tiles,Gozzio Silver,tile_Kajaria_glazed-vitrified-tiles100
https://www.kajariaceramics.com/storage/product/GP04347_b.jpg,20x20 cm,Glazed Vitrified Tiles,Zeno Beige Matt,tile_Kajaria_glazed-vitrified-tiles101
https://www.kajariaceramics.com/storage/product/GP04338_b.jpg,20x20 cm,Glazed Vitrified Tiles,Tropical Nero Matt,tile_Kajaria_glazed-vitrified-tiles102
https://www.kajariaceramics.com/storage/product/GP04284_b.jpg,20x20 cm,Glazed Vitrified Tiles,Arterra Wine,tile_Kajaria_glazed-vitrified-tiles103
https://www.kajariaceramics.com/storage/product/GP04337_b.jpg,20x20 cm,Glazed Vitrified Tiles,Tropical Grey Matt,tile_Kajaria_glazed-vitrified-tiles104
https://www.kajariaceramics.com/storage/product/GP04297_b.jpg,20x20 cm,Glazed Vitrified Tiles,Patterno Grey,tile_Kajaria_glazed-vitrified-tiles105
https://www.kajariaceramics.com/storage/product/GP04348_b.jpg,20x20 cm,Glazed Vitrified Tiles,Zeno Brown Matt,tile_Kajaria_glazed-vitrified-tiles106
https://www.kajariaceramics.com/storage/product/GP04346_b.jpg,20x20 cm,Glazed Vitrified Tiles,Zeno Ash Matt,tile_Kajaria_glazed-vitrified-tiles107
https://www.kajariaceramics.com/storage/product/GP04309_b.jpg,20x20 cm,Glazed Vitrified Tiles,Prismo Nero Decor,tile_Kajaria_glazed-vitrified-tiles108
https://www.kajariaceramics.com/storage/product/GP04282_b.jpg,20x20 cm,Glazed Vitrified Tiles,Arterra Ocre,tile_Kajaria_glazed-vitrified-tiles109
https://www.kajariaceramics.com/storage/product/GP04307_b.jpg,20x20 cm,Glazed Vitrified Tiles,Prismo Grey Decor,tile_Kajaria_glazed-vitrified-tiles110
https://www.kajariaceramics.com/storage/product/GP04302_b.jpg,20x20 cm,Glazed Vitrified Tiles,Prismo Beige Matt,tile_Kajaria_glazed-vitrified-tiles111
https://www.kajariaceramics.com/storage/product/GP04324_b.jpg,20x20 cm,Glazed Vitrified Tiles,Rivelo Green Base,tile_Kajaria_glazed-vitrified-tiles112
https://www.kajariaceramics.com/storage/product/GP04350_b.jpg,20x20 cm,Glazed Vitrified Tiles,Zeno Light Green,tile_Kajaria_glazed-vitrified-tiles113
https://www.kajariaceramics.com/storage/product/GP04323_b.jpg,20x20 cm,Glazed Vitrified Tiles,Prismo White Matt,tile_Kajaria_glazed-vitrified-tiles114
https://www.kajariaceramics.com/storage/product/GP04286_b.jpg,20x20 cm,Glazed Vitrified Tiles,Arterra Wine Corner,tile_Kajaria_glazed-vitrified-tiles115
https://www.kajariaceramics.com/storage/product/GP04351_b.jpg,20x20 cm,Glazed Vitrified Tiles,Zeno Navy Blue Matt,tile_Kajaria_glazed-vitrified-tiles116
https://www.kajariaceramics.com/storage/product/GP04326_b.jpg,20x20 cm,Glazed Vitrified Tiles,Rivelo Green Corner,tile_Kajaria_glazed-vitrified-tiles117
https://www.kajariaceramics.com/storage/product/GP04352_b.jpg,20x20 cm,Glazed Vitrified Tiles,Zeno Nero Matt,tile_Kajaria_glazed-vitrified-tiles118
https://www.kajariaceramics.com/storage/product/GP04295_b.jpg,20x20 cm,Glazed Vitrified Tiles,Patterno Dark Green,tile_Kajaria_glazed-vitrified-tiles119
https://www.kajariaceramics.com/storage/product/GP04283_b.jpg,20x20 cm,Glazed Vitrified Tiles,Arterra Ocre Decor,tile_Kajaria_glazed-vitrified-tiles120
https://www.kajariaceramics.com/storage/product/GP04318_b.jpg,20x20 cm,Glazed Vitrified Tiles,Prismo Sapphire Matt,tile_Kajaria_glazed-vitrified-tiles121
https://www.kajariaceramics.com/storage/product/GP04304_b.jpg,20x20 cm,Glazed Vitrified Tiles,Prismo Crema Matt,tile_Kajaria_glazed-vitrified-tiles122
https://www.kajariaceramics.com/storage/product/GP04343_b.jpg,20x20 cm,Glazed Vitrified Tiles,Tropical Terra Border,tile_Kajaria_glazed-vitrified-tiles123
https://www.kajariaceramics.com/storage/product/GP04344_b.jpg,20x20 cm,Glazed Vitrified Tiles,Tropical Terra Corner,tile_Kajaria_glazed-vitrified-tiles124
https://www.kajariaceramics.com/storage/product/GP04288e.jpg,20x20 cm,Glazed Vitrified Tiles,Dero Green,tile_Kajaria_glazed-vitrified-tiles125
https://www.kajariaceramics.com/storage/product/GP04287_b.jpg,20x20 cm,Glazed Vitrified Tiles,Arterra Wine Decor,tile_Kajaria_glazed-vitrified-tiles126
https://www.kajariaceramics.com/storage/product/GP04319_b.jpg,20x20 cm,Glazed Vitrified Tiles,Prismo Steel Decor,tile_Kajaria_glazed-vitrified-tiles127
https://www.kajariaceramics.com/storage/product/GP04316_b.jpg,20x20 cm,Glazed Vitrified Tiles,Prismo Sapphire Decor 1,tile_Kajaria_glazed-vitrified-tiles128
https://www.kajariaceramics.com/storage/product/GP04306_b.jpg,20x20 cm,Glazed Vitrified Tiles,Prismo Denim Matt,tile_Kajaria_glazed-vitrified-tiles129
https://www.kajariaceramics.com/storage/product/GP04321_b.jpg,20x20 cm,Glazed Vitrified Tiles,Prismo White Decor,tile_Kajaria_glazed-vitrified-tiles130
https://www.kajariaceramics.com/storage/product/GP04328_b.jpg,20x20 cm,Glazed Vitrified Tiles,Rivelo Nero Border,tile_Kajaria_glazed-vitrified-tiles131
https://www.kajariaceramics.com/storage/product/GP04303_b.jpg,20x20 cm,Glazed Vitrified Tiles,Prismo Crema Decor,tile_Kajaria_glazed-vitrified-tiles132
https://www.kajariaceramics.com/storage/product/GP04327_b.jpg,20x20 cm,Glazed Vitrified Tiles,Rivelo Nero Base,tile_Kajaria_glazed-vitrified-tiles133
https://www.kajariaceramics.com/storage/product/GP04342_b.jpg,20x20 cm,Glazed Vitrified Tiles,Tropical Terra Base,tile_Kajaria_glazed-vitrified-tiles134
https://www.kajariaceramics.com/storage/product/GP04291h.jpg,20x20 cm,Glazed Vitrified Tiles,Dero White,tile_Kajaria_glazed-vitrified-tiles135
https://www.kajariaceramics.com/storage/product/GP04310_b.jpg,20x20 cm,Glazed Vitrified Tiles,Prismo Nero Matt,tile_Kajaria_glazed-vitrified-tiles136
https://www.kajariaceramics.com/storage/product/GP04329_b.jpg,20x20 cm,Glazed Vitrified Tiles,Rivelo Nero Corner,tile_Kajaria_glazed-vitrified-tiles137
https://www.kajariaceramics.com/storage/product/GP04298_b.jpg,20x20 cm,Glazed Vitrified Tiles,Prismo Ash Decor,tile_Kajaria_glazed-vitrified-tiles138
https://www.kajariaceramics.com/storage/product/GP04293_b.jpg,20x20 cm,Glazed Vitrified Tiles,Lariso Denim,tile_Kajaria_glazed-vitrified-tiles139
https://www.kajariaceramics.com/storage/product/GP04312_b.jpg,20x20 cm,Glazed Vitrified Tiles,Prismo Olive Decor 2,tile_Kajaria_glazed-vitrified-tiles140
https://www.kajariaceramics.com/storage/product/GP04305_b.jpg,20x20 cm,Glazed Vitrified Tiles,Prismo Denim Decor,tile_Kajaria_glazed-vitrified-tiles141
https://www.kajariaceramics.com/storage/product/GP04333_b.jpg,20x20 cm,Glazed Vitrified Tiles,Romboid Blue Corner,tile_Kajaria_glazed-vitrified-tiles142
https://www.kajariaceramics.com/storage/product/GP04332_b.jpg,20x20 cm,Glazed Vitrified Tiles,Romboid Blue Border,tile_Kajaria_glazed-vitrified-tiles143
https://www.kajariaceramics.com/storage/product/GP04322_b.jpg,20x20 cm,Glazed Vitrified Tiles,Prismo White Decor 2,tile_Kajaria_glazed-vitrified-tiles144
https://www.kajariaceramics.com/storage/product/GP04290g.jpg,20x20 cm,Glazed Vitrified Tiles,Dero Verde,tile_Kajaria_glazed-vitrified-tiles145
https://www.kajariaceramics.com/storage/product/GP04336_b.jpg,20x20 cm,Glazed Vitrified Tiles,Romboid Terracotta Corner,tile_Kajaria_glazed-vitrified-tiles146
https://www.kajariaceramics.com/storage/product/romboid-terracotta-border.jpg,20x20 cm,Glazed Vitrified Tiles,Romboid Terracotta Border,tile_Kajaria_glazed-vitrified-tiles147
https://www.kajariaceramics.com/storage/product/GP04320_b.jpg,20x20 cm,Glazed Vitrified Tiles,Prismo Steel Matt,tile_Kajaria_glazed-vitrified-tiles148
https://www.kajariaceramics.com/storage/product/GP04299_b.jpg,20x20 cm,Glazed Vitrified Tiles,Prismo Ash Matt,tile_Kajaria_glazed-vitrified-tiles149
https://www.kajariaceramics.com/storage/product/GP04311_b.jpg,20x20 cm,Glazed Vitrified Tiles,Prismo Olive Decor 1,tile_Kajaria_glazed-vitrified-tiles150
https://www.kajariaceramics.com/storage/product/onyx-carmo.jpg,30x60 cm,Glazed Vitrified Tiles,Onyx Carmo,tile_Kajaria_glazed-vitrified-tiles151
https://www.kajariaceramics.com/storage/product/GP00741d.jpg,30x60 cm,Glazed Vitrified Tiles,Privledge Gris,tile_Kajaria_glazed-vitrified-tiles152
https://www.kajariaceramics.com/storage/product/GP01938_b.jpg,30x60 cm,Glazed Vitrified Tiles,Elena,tile_Kajaria_glazed-vitrified-tiles153
https://www.kajariaceramics.com/storage/product/GP01194_b.jpg,30x60 cm,Glazed Vitrified Tiles,City Grey,tile_Kajaria_glazed-vitrified-tiles154
https://www.kajariaceramics.com/storage/product/GP03212_b.jpg,30x60 cm,Glazed Vitrified Tiles,Bricks White,tile_Kajaria_glazed-vitrified-tiles155
https://www.kajariaceramics.com/storage/product/GP01903_b.jpg,30x60 cm,Glazed Vitrified Tiles,Antigua Bronze,tile_Kajaria_glazed-vitrified-tiles156
https://www.kajariaceramics.com/storage/product/GP00829_b.jpg,30x60 cm,Glazed Vitrified Tiles,Cardoba Bronze,tile_Kajaria_glazed-vitrified-tiles157
https://www.kajariaceramics.com/storage/product/GP03237_b.jpg,30x60 cm,Glazed Vitrified Tiles,Marwel Bianco,tile_Kajaria_glazed-vitrified-tiles158
https://www.kajariaceramics.com/storage/product/GP03198_b.jpg,30x60 cm,Glazed Vitrified Tiles,Bazalt Brown,tile_Kajaria_glazed-vitrified-tiles159
https://www.kajariaceramics.com/storage/product/GP02700_b.jpg,30x60 cm,Glazed Vitrified Tiles,Antaris Multi Decor,tile_Kajaria_glazed-vitrified-tiles160
https://www.kajariaceramics.com/storage/product/GP02013_b.jpg,30x60 cm,Glazed Vitrified Tiles,Nebia,tile_Kajaria_glazed-vitrified-tiles161
https://www.kajariaceramics.com/storage/product/GP03227_b.jpg,30x60 cm,Glazed Vitrified Tiles,Infusion Gris,tile_Kajaria_glazed-vitrified-tiles162
https://www.kajariaceramics.com/storage/product/GP03252_b.jpg,30x60 cm,Glazed Vitrified Tiles,Recovery Anthracite,tile_Kajaria_glazed-vitrified-tiles163
https://www.kajariaceramics.com/storage/product/GP02741_b.jpg,30x60 cm,Glazed Vitrified Tiles,Gabana Brown,tile_Kajaria_glazed-vitrified-tiles164
https://www.kajariaceramics.com/storage/product/GP02006_b.jpg,30x60 cm,Glazed Vitrified Tiles,Thyon Marfil,tile_Kajaria_glazed-vitrified-tiles165
https://www.kajariaceramics.com/storage/product/GP03213_b.jpg,30x60 cm,Glazed Vitrified Tiles,Cliff Amber,tile_Kajaria_glazed-vitrified-tiles166
https://www.kajariaceramics.com/storage/product/pietra-ocre.jpg,30x60 cm,Glazed Vitrified Tiles,Pietra Ocre,tile_Kajaria_glazed-vitrified-tiles167
https://www.kajariaceramics.com/storage/product/desert-grey.jpg,30x60 cm,Glazed Vitrified Tiles,Desert Grey,tile_Kajaria_glazed-vitrified-tiles168
https://www.kajariaceramics.com/storage/product/GP02003_b.jpg,30x60 cm,Glazed Vitrified Tiles,Loft Marfil,tile_Kajaria_glazed-vitrified-tiles169
https://www.kajariaceramics.com/storage/product/GP01919_b.jpg,30x60 cm,Glazed Vitrified Tiles,Crema Marble,tile_Kajaria_glazed-vitrified-tiles170
https://www.kajariaceramics.com/storage/product/GP01934_b.jpg,30x60 cm,Glazed Vitrified Tiles,Java,tile_Kajaria_glazed-vitrified-tiles171
https://www.kajariaceramics.com/storage/product/GP00852a.jpg,30x60 cm,Glazed Vitrified Tiles,Edios Crema,tile_Kajaria_glazed-vitrified-tiles172
https://www.kajariaceramics.com/storage/product/GP00799a.jpg,30x60 cm,Glazed Vitrified Tiles,Vieta Gris,tile_Kajaria_glazed-vitrified-tiles173
https://www.kajariaceramics.com/storage/product/GP03247_b.jpg,30x60 cm,Glazed Vitrified Tiles,Monar Silver,tile_Kajaria_glazed-vitrified-tiles174
https://www.kajariaceramics.com/storage/product/GP01496_b.jpg,30x60 cm,Glazed Vitrified Tiles,Riveria Beige,tile_Kajaria_glazed-vitrified-tiles175
https://www.kajariaceramics.com/storage/product/GP00753c.jpg,30x60 cm,Glazed Vitrified Tiles,Berlin Gris,tile_Kajaria_glazed-vitrified-tiles176
https://www.kajariaceramics.com/storage/product/GP00739_b.jpg,30x60 cm,Glazed Vitrified Tiles,Riven Bronze,tile_Kajaria_glazed-vitrified-tiles177
https://www.kajariaceramics.com/storage/product/GP03203_b.jpg,30x60 cm,Glazed Vitrified Tiles,Bazalt Nero,tile_Kajaria_glazed-vitrified-tiles178
https://www.kajariaceramics.com/storage/product/GP00742c.jpg,30x60 cm,Glazed Vitrified Tiles,Amya Marfil,tile_Kajaria_glazed-vitrified-tiles179
https://www.kajariaceramics.com/storage/product/GP03268_b.jpg,30x60 cm,Glazed Vitrified Tiles,Torano Fusion,tile_Kajaria_glazed-vitrified-tiles180
https://www.kajariaceramics.com/storage/product/GP00810b.jpg,30x60 cm,Glazed Vitrified Tiles,Pulpis Bronze,tile_Kajaria_glazed-vitrified-tiles181
https://www.kajariaceramics.com/storage/product/GP01460_b.jpg,30x60 cm,Glazed Vitrified Tiles,Kontempo Grey,tile_Kajaria_glazed-vitrified-tiles182
https://www.kajariaceramics.com/storage/product/GP00734c.jpg,30x60 cm,Glazed Vitrified Tiles,Beech Taupe,tile_Kajaria_glazed-vitrified-tiles183
https://www.kajariaceramics.com/storage/product/GP01482_b.jpg,30x60 cm,Glazed Vitrified Tiles,Oslo Blanco,tile_Kajaria_glazed-vitrified-tiles184
https://www.kajariaceramics.com/storage/product/GP00765_b.jpg,30x60 cm,Glazed Vitrified Tiles,Metro Blanco,tile_Kajaria_glazed-vitrified-tiles185
https://www.kajariaceramics.com/storage/product/GP03251_b.jpg,30x60 cm,Glazed Vitrified Tiles,Origin Red,tile_Kajaria_glazed-vitrified-tiles186
https://www.kajariaceramics.com/storage/product/GP00729_b.jpg,30x60 cm,Glazed Vitrified Tiles,Beech Beige,tile_Kajaria_glazed-vitrified-tiles187
https://www.kajariaceramics.com/storage/product/GP03228_b.jpg,30x60 cm,Glazed Vitrified Tiles,Infusion Rust,tile_Kajaria_glazed-vitrified-tiles188
https://www.kajariaceramics.com/storage/product/GP01236_b.jpg,30x60 cm,Glazed Vitrified Tiles,Oslo Gris Matt,tile_Kajaria_glazed-vitrified-tiles189
https://www.kajariaceramics.com/storage/product/GP02721_b.jpg,30x60 cm,Glazed Vitrified Tiles,Classico Decor,tile_Kajaria_glazed-vitrified-tiles190
https://www.kajariaceramics.com/storage/product/GP02701_b.jpg,30x60 cm,Glazed Vitrified Tiles,Antaris Nero,tile_Kajaria_glazed-vitrified-tiles191
https://www.kajariaceramics.com/storage/product/GP01426_b.jpg,30x60 cm,Glazed Vitrified Tiles,Brik Grey,tile_Kajaria_glazed-vitrified-tiles192
https://www.kajariaceramics.com/storage/product/GP03191_b.jpg,30x60 cm,Glazed Vitrified Tiles,Botticino Classico,tile_Kajaria_glazed-vitrified-tiles193
https://www.kajariaceramics.com/storage/product/GP01912_b.jpg,30x60 cm,Glazed Vitrified Tiles,Malaga,tile_Kajaria_glazed-vitrified-tiles194
https://www.kajariaceramics.com/storage/product/GP02715a.jpg,30x60 cm,Glazed Vitrified Tiles,Calacatta Golden,tile_Kajaria_glazed-vitrified-tiles195
https://www.kajariaceramics.com/storage/product/GP01923_b.jpg,30x60 cm,Glazed Vitrified Tiles,Emrald Beige,tile_Kajaria_glazed-vitrified-tiles196
https://www.kajariaceramics.com/storage/product/GP01498_b.jpg,30x60 cm,Glazed Vitrified Tiles,Riveria Grey,tile_Kajaria_glazed-vitrified-tiles197
https://www.kajariaceramics.com/storage/product/GP00778e.jpg,30x60 cm,Glazed Vitrified Tiles,Vieta Marfil,tile_Kajaria_glazed-vitrified-tiles198
https://www.kajariaceramics.com/storage/product/GP01911_b.jpg,30x60 cm,Glazed Vitrified Tiles,Marmol Crema,tile_Kajaria_glazed-vitrified-tiles199
https://www.kajariaceramics.com/storage/product/GP03205_b.jpg,30x60 cm,Glazed Vitrified Tiles,Bricks Anthracite,tile_Kajaria_glazed-vitrified-tiles200
https://www.kajariaceramics.com/storage/product/GP04489_b.jpg,60x120 cm,Glazed Vitrified Tiles,Florence Grey Carving,tile_Kajaria_glazed-vitrified-tiles201
https://www.kajariaceramics.com/storage/product/GP02371b.jpg,60x120 cm,Glazed Vitrified Tiles,Konkreto Grey,tile_Kajaria_glazed-vitrified-tiles202
https://www.kajariaceramics.com/storage/product/GP02376c.jpg,60x120 cm,Glazed Vitrified Tiles,Makaba Azul,tile_Kajaria_glazed-vitrified-tiles203
https://www.kajariaceramics.com/storage/product/basalto-moka-stone.jpg,60x120 cm,Glazed Vitrified Tiles,Basalto Moka Stone,tile_Kajaria_glazed-vitrified-tiles204
https://www.kajariaceramics.com/storage/product/GP02406_b.jpg,60x120 cm,Glazed Vitrified Tiles,Sherwood Teak,tile_Kajaria_glazed-vitrified-tiles205
https://www.kajariaceramics.com/storage/product/GP02379b.jpg,60x120 cm,Glazed Vitrified Tiles,Malta Grey,tile_Kajaria_glazed-vitrified-tiles206
https://www.kajariaceramics.com/storage/product/GP04212_b.jpg,60x120 cm,Glazed Vitrified Tiles,Zenith Bianco Carving,tile_Kajaria_glazed-vitrified-tiles207
https://www.kajariaceramics.com/storage/product/GP03002_b.jpg,60x120 cm,Glazed Vitrified Tiles,Terrazzo White,tile_Kajaria_glazed-vitrified-tiles208
https://www.kajariaceramics.com/storage/product/GP02384_b.jpg,60x120 cm,Glazed Vitrified Tiles,Oceano,tile_Kajaria_glazed-vitrified-tiles209
https://www.kajariaceramics.com/storage/product/GP04017a.jpg,60x120 cm,Glazed Vitrified Tiles,Carrara Gold,tile_Kajaria_glazed-vitrified-tiles210
https://www.kajariaceramics.com/storage/product/GP02084_b.jpg,60x120 cm,Glazed Vitrified Tiles,Inferno Gris,tile_Kajaria_glazed-vitrified-tiles211
https://www.kajariaceramics.com/storage/product/GP04609a.jpg,60x120 cm,Glazed Vitrified Tiles,Statuario Classico Matt,tile_Kajaria_glazed-vitrified-tiles212
https://www.kajariaceramics.com/storage/product/GP04452_b.jpg,60x120 cm,Glazed Vitrified Tiles,Cordoso Verde (A-Tech),tile_Kajaria_glazed-vitrified-tiles213
https://www.kajariaceramics.com/storage/product/GP03006_b.jpg,60x120 cm,Glazed Vitrified Tiles,Terro Bianco,tile_Kajaria_glazed-vitrified-tiles214
https://www.kajariaceramics.com/storage/product/GP02066_b.jpg,60x120 cm,Glazed Vitrified Tiles,Bristol Gris,tile_Kajaria_glazed-vitrified-tiles215
https://www.kajariaceramics.com/storage/product/GP02369b.jpg,60x120 cm,Glazed Vitrified Tiles,Konkreto Azul,tile_Kajaria_glazed-vitrified-tiles216
https://www.kajariaceramics.com/storage/product/GP02926_b.jpg,60x120 cm,Glazed Vitrified Tiles,Natic Beige Decor,tile_Kajaria_glazed-vitrified-tiles217
https://www.kajariaceramics.com/storage/product/GP02082_b.jpg,60x120 cm,Glazed Vitrified Tiles,Inferno Bronze,tile_Kajaria_glazed-vitrified-tiles218
https://www.kajariaceramics.com/storage/product/GP02227_b.jpg,60x120 cm,Glazed Vitrified Tiles,Delphi Grey,tile_Kajaria_glazed-vitrified-tiles219
https://www.kajariaceramics.com/storage/product/GP04482a.jpg,60x120 cm,Glazed Vitrified Tiles,Florence Bianco,tile_Kajaria_glazed-vitrified-tiles220
https://www.kajariaceramics.com/storage/product/armani-beige.jpg,60x120 cm,Glazed Vitrified Tiles,Armani Beige,tile_Kajaria_glazed-vitrified-tiles221
https://www.kajariaceramics.com/storage/product/GP02804_b.jpg,60x120 cm,Glazed Vitrified Tiles,Arrow Grey,tile_Kajaria_glazed-vitrified-tiles222
https://www.kajariaceramics.com/storage/product/GP00530e.jpg,60x120 cm,Glazed Vitrified Tiles,Ibiza Beige,tile_Kajaria_glazed-vitrified-tiles223
https://www.kajariaceramics.com/storage/product/GP04084_b.jpg,60x120 cm,Glazed Vitrified Tiles,Gozzio Silver,tile_Kajaria_glazed-vitrified-tiles224
https://www.kajariaceramics.com/storage/product/GP02896_b.jpg,60x120 cm,Glazed Vitrified Tiles,Kyro Beige,tile_Kajaria_glazed-vitrified-tiles225
https://www.kajariaceramics.com/storage/product/GP02919_b.jpg,60x120 cm,Glazed Vitrified Tiles,Malfoy Taupe,tile_Kajaria_glazed-vitrified-tiles226
https://www.kajariaceramics.com/storage/product/GP02362c.jpg,60x120 cm,Glazed Vitrified Tiles,Hobart Grey,tile_Kajaria_glazed-vitrified-tiles227
https://www.kajariaceramics.com/storage/product/GP03000_b.jpg,60x120 cm,Glazed Vitrified Tiles,Terrazzo Naturale Cemento,tile_Kajaria_glazed-vitrified-tiles228
https://www.kajariaceramics.com/storage/product/GP02818_b.jpg,60x120 cm,Glazed Vitrified Tiles,Carrara Golden,tile_Kajaria_glazed-vitrified-tiles229
https://www.kajariaceramics.com/storage/product/GP04208a.jpg,60x120 cm,Glazed Vitrified Tiles,Vinson,tile_Kajaria_glazed-vitrified-tiles230
https://www.kajariaceramics.com/storage/product/GP04427b.jpg,60x120 cm,Glazed Vitrified Tiles,Carrara Grey Endless,tile_Kajaria_glazed-vitrified-tiles231
https://www.kajariaceramics.com/storage/product/GP02405_b.jpg,60x120 cm,Glazed Vitrified Tiles,Sherwood Rose,tile_Kajaria_glazed-vitrified-tiles232
https://www.kajariaceramics.com/storage/product/GP04110_b.jpg,60x120 cm,Glazed Vitrified Tiles,Livon Grey,tile_Kajaria_glazed-vitrified-tiles233
https://www.kajariaceramics.com/storage/product/GP04894_b.jpg,60x120 cm,Glazed Vitrified Tiles,Rivero Beige,tile_Kajaria_glazed-vitrified-tiles234
https://www.kajariaceramics.com/storage/product/GP04137_b.jpg,60x120 cm,Glazed Vitrified Tiles,Muse Grey,tile_Kajaria_glazed-vitrified-tiles235
https://www.kajariaceramics.com/storage/product/GP02070_b.jpg,60x120 cm,Glazed Vitrified Tiles,Bristol Taupe,tile_Kajaria_glazed-vitrified-tiles236
https://www.kajariaceramics.com/storage/product/GP04149a.jpg,60x120 cm,Glazed Vitrified Tiles,Novara Decor,tile_Kajaria_glazed-vitrified-tiles237
